OBJECTID,CREATION_DT,RECORDATION_DT,NARRATIVE,EXPIRATION_DT,STATUS,SQUARE,SUFFIX,LOT,LOT_TYPE,COMPUTED_AREA_SF,SURVEYED_AREA_SF,MAR_ID,IS_REAR_OF,BLDG_NUM,BLDG_NUM_EXT,BLDG_NUM_END_RANGE,BLDG_EXT_END_RANGE,QUADRANT,ZIP5,ZIP4,RECORD_AREA_SF,CONV_TOLERANCE_TYPE,CONV_TOLERANCE_VALUE,CONV_TOLERANCE_RESOLUTION,RECORDLOTSPLYID,PARCELSPLYID,SQUAREPLYID,OF_LOT_SEQ,BOOK_NUM,PAGE_NUM,UNDERLIES_CONDO,CONDO_BOOK_NUM,CONDO_PAGE_NUM,KILL_DT,SSL,COL,CONDOLOT,CONDO_REGIME_NUM,AREA,LEN,SHAPE_Length,SHAPE_Area
3852669,2011/05/17 00:00:00+00,2011/05/17 00:00:00+00,"SEE CONDO BOOK 77, PAGE 47 (CONDOS 2161 - 2170) KILLED TAX LOTS 807 - 811 ON 11/28/2012",,2,4327,,0807,2,3130,,,,,,,,,,,3130,,,,,,,,3853 & 3854,E & A,1,77,47,2012/11/28 00:00:00+00,4327    0807,N,Y,3200,,,95.9072058872079,481.217487399052
3852670,2010/06/23 00:00:00+00,1917/12/26 00:00:01+00,COMMERCIAL CONDO 2011 KILLED TAX LOTS (980 & 986) ON 12/29/1955.,,2,2875,,0980,2,2077,,,,,,,,,,,2077,,,,,,,,*,851,1,,,1955/12/29 00:00:01+00,2875    0980,N,Y,0026,,,96.9647099786674,319.178862672598
3852671,2010/06/22 00:00:00+00,2005/03/28 00:00:00+00,SEE CONDO BOOK 55 PAGE 14 (CONDOS 2013 - 2014) KILLED TAX LOT 822 ON 10/26/2005.,,2,2837,,0822,2,959,,,,,,,,,,,950,,,,,,,,3818,O,1,55,14,2005/10/26 00:00:00+00,2837    0822,N,Y,1664,,,53.3161656075094,147.443092837947
3852672,2010/07/09 00:00:00+00,2003/12/05 00:00:00+00,SEE CONDO BOOK 48 PAGE 7 (CONDOS 2001 - 2031) KILLED TAX LOT 806 ON 9/30/2003.,,2,5832,,0806,2,74816,,,,,,,,,,,74805,,,,,,,,3811,T & U,1,48,7,2003/09/30 00:00:00+00,5832    0806,N,Y,1535,,,591.568301845303,11479.0734316824
3852673,2010/06/24 00:00:00+00,,"SEE CONDO BOOK 40, PAGE 6 (CONDOS 2001 - 2008) KILLED TAX LOT 824.",,2,3048,,0824,2,3669,,,,,,,,,,,3590,,,,,,,,SUB,8,1,40,6,1991/06/10 00:00:00+00,3083    0824,N,Y,1252,,,95.6420212519824,563.83687159816
3852674,2010/07/09 00:00:00+00,1979/08/01 00:00:00+00,SEE CONDO BOOK 26 PAGE 35 (CONDOS 2001 - 2008) KILLED TAX LOT 804 ON 1/6/1981.,,2,6169,S,0804,2,6000,,,,,,,,,,,6000,,,,,,,,3659,K,1,26,35,1981/01/06 00:00:00+00,6169S   0804,N,Y,1289,,,133.014101014079,919.860361632127
3852675,2010/07/09 00:00:00+00,1980/04/22 00:00:00+00,"SEE CONDO BOOK 24, PAGE 14 (CONDOS 2096 - 2103) KILLED TAX LOT 836 ON 5/27/1980.",,2,0155,,0836,2,3046,,,,,,,,,,,3046,,,,,,,,3660,Z,1,24,14,1980/05/27 00:00:00+00,0155    0836,N,Y,2128,,,96.1200088255901,468.102155353391
3852676,2010/07/09 00:00:00+00,1977/11/03 00:00:00+00,SEE CONDO BOOK 20 PAGE 33 (CONDOS 2036 - 2061) KILLED TAX LOT 805 ON 11/3/1977.,,2,0155,,0805,2,4543,,,,,,,,,,,,,,,,,,,3641,Q,1,20,33,1977/11/03 00:00:00+00,0155    0805,N,Y,2125,,,109.360910138046,698.050662884557
3852677,2010/07/09 00:00:00+00,1962/09/18 00:00:01+00,"SEE CONDO BOOK 26, PAGE 23 (CONDOS 2127 - 2330) KILLED TAX LOT 831 ON 1/8/1981.",,2,0155,,0831,2,16526,,,,,,,,,,,16526,,,,,,,,3492,X,1,26,23,1981/01/08 00:00:00+00,0155    0831,N,Y,2131,,,204.618304898068,2539.55337215353
3852678,2010/07/09 00:00:00+00,1961/10/31 00:00:01+00,"SEE CONDO BOOK 28, PAGE 36 (CONDOS 2230 - 2372) KILLED TAX LOT 837 ON 9/22/1981.",,2,0157,,0837,2,15548,,,,,,,,,,,15547,,,,,,,,3479,A,1,28,36,1981/09/22 00:00:00+00,0157    0837,N,Y,2151,,,198.459149371024,2389.09503628728
3852679,2010/07/09 00:00:00+00,1991/06/14 00:00:00+00,"SEE CONDO BOOK 43, PAGE 22 (CONDOS 2731 - 2866) KILLED TAX LOT 865 ON 7/6/1998.",,2,0157,,0865,2,22526,,,,,,,,,,,22524,,,,,,,,3479,W,1,43,22,1998/07/06 00:00:00+00,0157    0865,N,Y,4019,,,288.077054449618,3461.55846671708
3852680,2010/07/15 00:00:00+00,1983/12/10 00:00:00+00,SEE CONDO BOOK 32 PAGE 43 (CONDOS 2219 - 2265) KILLED TAX LOT 815 ON 2/18/1984.,,2,0179,,0815,2,15043,,,,,,,,,,,15040,,,,,,,,3689,*,1,32,43,1984/02/18 00:00:00+00,0179    0815,N,Y,2176,,,199.341496406238,2311.84461874358
3852681,2010/07/15 00:00:00+00,1988/06/15 00:00:00+00,SEE CONDO BOOK 37 PAGE 23 (CONDOS 2001 - 2130) KILLED TAX LOT 871.,,2,0181,,0871,2,22644,,,,,,,,,,,22644,,,,,,,,3733,H,1,37,23,1988/04/28 00:00:00+00,0181    0871,N,Y,2180,,,270.767323456096,3479.61514742016
3852682,2010/07/15 00:00:00+00,,"SEE CONDO BOOK 34, PAGE 11 (CONDOS 2028 - 2031) KILLED TAX LOT 800 ON 3/1/1985.",,2,0242,N,0800,2,1484,,,,,,,,,,,,,,,,,,,,,1,34,12,1985/03/01 00:00:00+00,0242N   0800,N,Y,2241,,,81.2416608513807,227.997173205363
3852683,2010/07/15 00:00:00+00,1981/05/11 00:00:00+00,"SEE CONDO BOOK 28, PAGE 7 (CONDOS 2001 - 2015) KILLED TAX LOT 819 ON 9/23/1981.",,2,0207,,0819,2,4113,,,,,,,,,,,5896,,,,,,,,3676,V,1,28,7,1981/09/23 00:00:00+00,0207    0819,N,Y,2515,,,105.577907462237,632.118021628499
3852684,2010/07/15 00:00:00+00,1981/05/11 00:00:00+00,"SEE CONDO BOOK 31, PAGE 16 (CONDOS 2016 - 2104) KILLED TAX LOT 820 ON 11/10/1982.",,2,0207,,0820,2,34085,,,,,,,,,,,32313,,,,,,,,3676,V,1,31,16,1982/11/10 00:00:00+00,0207    0820,N,Y,2515,,,332.044222929817,5238.30766286933
3852685,2010/07/15 00:00:00+00,1985/07/24 00:00:00+00,"SEE CONDO BOOK 38, PAGE 17 (CONDOS 2035 - 2038) KILLED TAX LOT 802.",,2,0242,N,0802,2,1490,,,,,,,,,,,1490,1,,,,,,,3712,B,1,38,17,1989/06/15 00:00:00+00,0242N   0802,N,Y,2243,,,79.7902326534899,228.994047648511
3852686,2012/11/01 00:00:00+00,2012/11/01 00:00:00+00,SEE CONDO BOOK 78 PAGE 19 (CONDOS 2045-2049) KILLED AIR RIGHTS LOT 7000 AND TAX LOT 869 ON 1/29/2013.,,2,0211,,0869,2,352,,,,,,,,,,,351,,,,,,,,3857,D,1,78,19,2013/01/29 00:00:00+00,0211    0869,N,Y,4102,,,29.4016019066806,54.0214316042434
3852687,2010/07/08 00:00:00+00,1993/12/02 00:00:00+00,SEE CONDO BOOK 41 PAGE 18 (CONDOS 2034 - 2037) KILLED TAX LOT 828 ON 8/10/1993.,,2,5056,,0828,2,12059,,,,,,,,,,,11981,,,,,,,,,,1,41,18,1993/08/10 00:00:00+00,5056    0828,N,Y,3033,,,194.50016758572,1852.57239975753
3852688,2010/07/08 00:00:00+00,1993/12/01 00:00:00+00,SEE CONDO BOOK 41 PAGE 16 (CONDOS 2025 - 2033) KILLED TAX LOT 826 ON 8/5/1993.,,2,5056,,0826,2,25517,,,,,,,,,,,25565,,,,,,,,,,1,41,16,1993/08/05 00:00:00+00,5056    0826,N,Y,3033,,,391.58008046522,3920.21582270369
3852689,2010/07/08 00:00:00+00,1994/06/08 00:00:00+00,SEE CONDO BOOK 41 PAGE 29 (CONDOS 2038 - 2048) KILLED TAX LOT 830 ON 12/10/1993.,,2,5056,,0830,2,21258,,,,,,,,,,,18298,,,,,,,,,,1,41,29,1993/12/10 00:00:00+00,5056    0830,N,Y,3033,,,259.242409786876,3265.86366233241
3852690,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 22 CONDO 2020 KILLED AIR RIGHTS LOTS (7000 - 7004,7028 - 7031) & TAX LOTS (861, 866 - 867) ON 3/19/2014",,2,0441,,0867,2,4217,,,,,,,,,,,3869,,,,,,,,3852,H & I,1,81,22,2014/03/19 00:00:00+00,0441    0867,N,Y,4182,,,124.822804979274,648.17002817739
3852691,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 22 CONDO 2020 KILLED AIR RIGHTS LOTS (7000 - 7004,7028 - 7031) & TAX LOTS (861, 866 - 867) ON 3/19/2014",,2,0441,,0866,2,410,,,,,,,,,,,410,,,,,,,,3852,H & I,1,81,22,2014/03/19 00:00:00+00,0441    0866,N,Y,4182,,,48.730301060092,62.9385135455393
3852692,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 22 CONDO 2020 KILLED AIR RIGHTS LOTS (7000 - 7004,7028 - 7031) & TAX LOTS (861, 866 - 867) ON 3/19/2014",,2,0441,,0861,2,549,,,,,,,,,,,550,,,,,,,,3852,H & I,1,81,22,2014/03/19 00:00:00+00,0441    0861,N,Y,5086,,,73.6130018621721,84.3511880341909
3852693,2006/09/09 00:00:00+00,,DELIVERY 9,,2,2894,,0910,2,7125,,,,,,,,,,,7125,1,,,,,,,2415,*,0,81,16,2013/12/05 00:00:00+00,2894    0910,N,Y,5108,,,151.112832125594,1095.55171388831
3852694,2006/09/09 00:00:00+00,,"SEE CONDO BOOK 45, PAGE 40 (CONDOS 2176 & 2177) KILLED TAX LOT (857) ON 2/28/2002.",,2,0036,,0857,2,13199,,,,,,,,,,,13199,1,,,,,,,,,1,45,40,2002/02/28 00:00:00+00,0036    0857,N,Y,1489,,,180.453728321766,2027.96909863032
3852695,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0868,2,4077,,,,,,,,,,,4078,,,,,,,,3852,H & I,1,81,28,2014/03/19 00:00:00+00,0441    0868,N,Y,4182,,,110.972726606634,626.49054602589
3852696,2006/09/09 00:00:00+00,,"SEE CONDO BOOK 94, PAGE 3 (CONDOS 2148 - 2161) KILLED TAX LOT 834 ON 1/11/2017",,2,0104,,0834,2,85079,,,,,,,,,,,85879,1,,,,,,,3351,r,1,94,3,2017/01/11 00:00:00+00,0104    0834,Y,Y,0040,,,589.276787273612,13069.1206311124
3852697,2014/12/22 00:00:00+00,2014/12/03 00:00:00+00,"SEE CONDO BOOK 88, PAGE 23 (CONDOS 2022 - 2043) KILLED TAX LOT 831 & AIR RIGHTS LOT 7000 ON 1/19/2016",,2,0202,,0831,2,2606,,,,,,,,,,,2606,,,,,,,,,,1,88,23,2016/01/19 00:00:00+00,0202    0831,Y,Y,4295,,,127.091808029538,400.604985379086
3852698,2010/07/16 00:00:00+00,1980/04/20 00:00:00+00,SEE CONDO BOOK 30 PAGE 33 (CONDOS 2025 - 2193) KILLED TAX LOT 839 ON 8/26/1982.,,2,0281,,0839,2,15831,,,,,,,,,,,15763,,,,,,,,3678,C,1,30,33,1982/08/26 00:00:00+00,0281    0839,N,Y,2255,,,238.35801212566,2432.63644153262
3852699,2010/07/16 00:00:00+00,,SEE CONDO BOOK 33 PAGE 38 (CONDOS 2001 - 2007) KILLED TAX LOT 800 ON 11/23/1984.,,2,0368,,0800,2,3080,,,,,,,,,,,,,,,,,,,,,1,33,38,1984/11/23 00:00:00+00,0368    0800,N,Y,2261,,,108.317603780133,473.223484562273
3852700,2010/07/16 00:00:00+00,,SEE CONDO BOOK 33 PAGE 38 (CONDOS 2008 - 2012) KILLED TAX LOT 801 ON 4/18/1986.,,2,0368,,0801,2,2241,,,,,,,,,,,,,,,,,,,,,1,35,29,1986/04/18 00:00:00+00,0368    0801,N,Y,2262,,,102.352203564574,344.352640944106
3852701,2010/07/16 00:00:00+00,1999/03/02 00:00:00+00,SEE CONDO BOOK 45 PAGE 42 (CONDOS 2089 - 2140) KILLED TAX LOT 816 ON 4/30/2002.,,2,0407,,0816,2,5000,,,,,,,,,,,5000,,,,,,,,3795,I,1,45,42,2002/04/30 00:00:00+00,0407    0816,N,Y,3046,,,117.499103914184,768.04053162364
3852702,2010/07/16 00:00:00+00,1999/03/02 00:00:00+00,SEE CONDO BOOK 43 PAGE 43 (CONDOS 2001 - 2088) KILLED TAX LOT 817 ON 4/29/1999.,,2,0407,,0817,2,10000,,,,,,,,,,,10000,1,,,,,,,,,1,43,43,1999/04/29 00:00:00+00,0407    0817,N,Y,3046,,,156.770005108539,1536.04578032564
3852703,,,SEE CONDO BOOK 40 PAGE 9 (CONDOS 2001 - 2003) KILLED TAX LOTS 802 & 803.,,2,0441,,0802,2,1572,,,,,,,,,,,1572,,,,,,,,*,*,1,40,9,1991/05/10 00:00:00+00,0441    0802,N,Y,2263,,,70.2408017764674,241.597846672013
3852704,,,SEE CONDO BOOK 40 PAGE 9 (CONDOS 2001 - 2003) KILLED TAX LOTS 802 & 803.,,2,0441,,0803,2,1452,,,,,,,,,,,1452,,,,,,,,*,*,1,40,9,1991/05/10 00:00:00+00,0441    0803,N,Y,2263,,,66.3101016692978,223.145205490244
3852705,2008/02/15 00:00:00+00,2007/05/08 00:00:00+00,SEE CONDO BOOK 71 PAGE 10 (CONDOS 2001 - 2201) KILLED TAX LOT 822 & AIR RIGHTS LOTS (7002 & 7003) ON 10/16/2009.,,2,0699,N,0822,2,27182,,,,,,,,,,,27181,,,,,,,,3830,K,1,71,10,2009/10/16 00:00:00+00,0699N   0822,N,Y,2972,,,273.187000689224,4173.25637760695
3852706,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,0845,2,8156,,,,,,,,,,,8125,,,,,,,,3830,M,1,63,12,2007/08/21 00:00:00+00,1045    0845,N,Y,2860,,,155.105475965514,1252.25901016011
3852707,2008/02/15 00:00:00+00,2007/06/07 00:00:00+00,SEE CONDO BOOK 70 PAGE 43 (CONDOS 2001 - 2123) KILLED TAX LOT 818 ON 8/6/2009.,,2,0542,,0818,2,13200,,,,,,,,,,,13200,,,,,,,,3830,V,1,70,43,2009/08/06 00:00:00+00,0542    0818,N,Y,2962,,,219.167603291034,2026.56774607971
3852708,2014/03/12 00:00:00+00,2012/12/18 00:00:00+00,"SEE CONDO BOOK 79, PAGE 5 (CONDOS 2050 - 2058) KILLED TAX LOT 866 ON 5/2/2013.",,2,1218,,0866,2,10860,,,,,,,,,,,10587,,,,,,,,,,1,79,5,2013/05/02 00:00:00+00,1218    0866,N,Y,4137,,,223.555041186382,1668.62038304478
3852709,2006/09/09 00:00:00+00,,"SEE CONDO BOOK 51, PAGE 11 (CONDOS 2178 - 2213) KILLED TAX LOT 856 ON 8/24/2005.",,2,0036,,0856,2,9173,,,,,,,,,,,9173,1,,,,,,,3782,u,1,51,11,2005/08/24 00:00:00+00,0036    0856,N,Y,3072,,,150.535223215684,1409.43935037192
3852710,2010/07/19 00:00:00+00,,SEE CONDO BOOK 44 PAGE 58 (CONDOS 2001 - 2033) KILLED TAX LOT 879.,,2,0456,,0879,2,65774,,,,,,,,,,,65782,,,,,,,,*,*,1,44,38,2000/12/15 00:00:00+00,0456    0879,N,Y,3040,,,439.426311323616,10103.7000997137
3852711,2008/06/02 00:00:00+00,2007/07/17 00:00:00+00,SEE CONDO BOOK 71 PAGE 11 (CONDO 2001 - 2003) KILLED TAX LOTS (825 - 827) ON 9/15/2009.,,2,0371,,0827,2,21788,,,,,,,,,,,21668,1,,,,,,,3833,Z,1,71,11,2009/09/15 00:00:00+00,0371    0827,N,Y,1349,,,237.097082158786,3347.50487093563
3852712,2008/06/02 00:00:00+00,2007/07/17 00:00:00+00,SEE CONDO BOOK 71 PAGE 11 (CONDO 2001 - 2003) KILLED TAX LOTS (825 - 827) ON 9/15/2009.,,2,0371,,0826,2,4046,,,,,,,,,,,4037,1,,,,,,,3833,Z,1,71,11,2009/09/15 00:00:00+00,0371    0826,N,Y,1349,,,102.631925306307,621.602978476069
3852713,2010/06/22 00:00:00+00,2005/03/28 00:00:00+00,SEE CONDO BOOK 55 PAGE 14 (CONDOS 2025 - 2026) KILLED TAX LOT 816 ON 10/26/2005.,,2,2837,,0816,2,955,,,,,,,,,,,950,,,,,,,,3818,O,1,55,14,2005/10/26 00:00:00+00,2837    0816,N,Y,1664,,,53.16146231528,146.837019882532
3852714,2010/06/22 00:00:00+00,2005/03/28 00:00:00+00,SEE CONDO BOOK 55 PAGE 14 (CONDOS 2023 - 2024) KILLED TAX LOT 817 ON 10/26/2005.,,2,2837,,0817,2,956,,,,,,,,,,,950,,,,,,,,3818,O,1,55,14,2005/10/26 00:00:00+00,2837    0817,N,Y,1664,,,53.1874700766463,146.936013013041
3852715,2011/10/26 00:00:00+00,2011/10/25 00:00:00+00,"SEE CONDO BOOK 81, PAGE 29 CONDOS 2022 & 2023 KILLED AIR RIGHTS LOTS (7002,7003,7024,7027,7032,7034,7035) & TAX LOTS (871,874,877) ON 3/19/2014",,2,0441,,0874,2,1163,,,,,,,,,,,1163,,,,,,,,3852,H & I,1,81,29,2014/03/19 00:00:00+00,0441    0874,N,Y,4178,,,63.5486632698338,178.689078653482
3852716,2012/03/22 00:00:00+00,2012/03/13 00:00:00+00,"SEE CONDO BOOK 81, PAGE 29 CONDOS 2022 & 2023 KILLED AIR RIGHTS LOTS (7002,7003,7024,7027,7032,7034,7035) & TAX LOTS (871,874,877) ON 3/19/2014",,2,0441,,0877,2,3192,,,,,,,,,,,3193,,,,,,,,3855,K,1,81,29,2014/03/19 00:00:00+00,0441    0877,N,Y,4178,,,125.414327012658,490.539479719758
3852717,2006/09/09 00:00:00+00,,"SEE CONDO BOOK 81, PAGE 35 (CONDOS 2001 - 2004) KILLED TAX LOT 817 ON 2/24/2014.",,2,4076,W,0817,2,3643,,,,,,,,,,,3643,1,,,,,,,3697,Q,1,81,35,2014/02/24 00:00:00+00,4076W   0817,N,Y,5102,,,107.099914340538,559.698312472453
3852718,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 29 CONDOS 2022 & 2023 KILLED AIR RIGHTS LOTS (7002,7003,7024,7027,7032,7034,7035) & TAX LOTS (871,874,877) ON 3/19/2014",,2,0441,,0871,2,210,,,,,,,,,,,210,,,,,,,,3852,H & I,1,81,29,2014/03/19 00:00:00+00,0441    0871,N,Y,4178,,,23.6195006865477,32.3477912577288
3852719,2012/03/22 00:00:00+00,2012/03/13 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0876,2,737,,,,,,,,,,,737,,,,,,,,3855,K,1,81,28,2014/03/19 00:00:00+00,0441    0876,N,Y,4182,,,48.5685013150502,113.213853606039
3852720,2011/10/26 00:00:00+00,2011/10/25 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0875,2,1737,,,,,,,,,,,1737,,,,,,,,3855,K,1,81,28,2014/03/19 00:00:00+00,0441    0875,N,Y,4182,,,99.3880642498185,267.00640898852
3879297,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0863,2,3869,,,,,,,,,,,3869,,,,,,,,3852,H & I,1,81,28,2014/03/19 00:00:00+00,0441    0863,N,Y,4182,,,165.477704391226,594.676249270819
3879298,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0860,2,2322,,,,,,,,,,,2323,,,,,,,,3852,H & I,1,81,28,2014/03/19 00:00:00+00,0441    0860,N,Y,4182,,,78.3920022099546,356.84535770656
3879299,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0869,2,6448,,,,,,,,,,,6443,,,,,,,,3852,H & I,1,81,28,2014/03/19 00:00:00+00,0441    0869,N,Y,4182,,,165.91380650226,990.90180642326
3879300,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,875,876) ON 3/19/2014",,2,0441,,0862,2,3863,,,,,,,,,,,3861,,,,,,,,3852,H & I,1,81,28,2014/03/19 00:00:00+00,0441    0862,N,Y,4182,,,112.774903219627,593.714253921105
3879301,2012/03/01 00:00:00+00,1982/04/27 00:00:00+00,SEE CONDO BOOK 38 PAGE 15 (CONDOS 2007 - 2011) KILLED TAX LOT 823 ON 5/16/1989.,,2,1230,,0823,2,1410,,,,,,,,,,,1426,,,,,,,,3679,K,1,38,15,1989/05/16 00:00:00+00,1230    0823,N,Y,2393,,,61.2803876271664,216.614570186459
3879302,2012/03/01 00:00:00+00,1982/04/27 00:00:00+00,SEE CONDO BOOK 37 PAGE 55 (CONDOS 2001 - 2006) KILLED TAX LOT 824 12/2/1988.,,2,1230,,0824,2,2734,,,,,,,,,,,2867,,,,,,,,3679,K,1,37,55,1988/12/02 00:00:00+00,1230    0824,N,Y,2393,,,100.046067663545,420.17802174462
3879303,2010/06/28 00:00:00+00,1995/05/11 00:00:00+00,SEE CONDO BOOK 42 PAGE 7 (CONDOS 2015 - 2028) KILLED TAX LOT 806.,,2,5043,,0806,2,32312,,,,,,,,,,,32312,,,,,,,,3779,*,1,42,7,1995/05/01 00:00:00+00,5043    0806,N,Y,3033,,,366.576271258182,4963.96525769353
3879304,2010/06/28 00:00:00+00,1995/05/10 00:00:00+00,SEE CONDO BOOK 41 PAGE 48 (CONDOS 2001 - 2004) KILLED TAX LOT 800 ON 12/7/1994.,,2,5043,,0800,2,14193,,,,,,,,,,,14194,,,,,,,,3777,X,1,41,48,1994/12/07 00:00:00+00,5043    0800,N,Y,3033,,,197.470952548482,2180.43649446052
3879305,2010/06/28 00:00:00+00,1995/05/10 00:00:00+00,SEE CONDO BOOK 41 PAGE 49 (CONDOS 2001 - 2008) KILLED TAX LOT 802 ON 1/10/1995.,,2,5043,,0802,2,10404,,,,,,,,,,,10404,,,,,,,,3777,Y,1,41,49,1995/01/10 00:00:00+00,5043    0802,N,Y,3033,,,175.118138189214,1598.30574768254
3879306,2010/06/28 00:00:00+00,1995/05/11 00:00:00+00,SEE CONDO BOOK 42 PAGE 5 (CONDOS 2009 - 2014) KILLED TAX LOT 804 ON 5/1/1995.,,2,5043,,0804,2,11504,,,,,,,,,,,11504,,,,,,,,3779,*,1,42,5,1995/05/01 00:00:00+00,5043    0804,N,Y,3033,,,204.449355767086,1767.25942914241
3879307,2010/06/28 00:00:00+00,1995/11/09 00:00:00+00,SEE CONDO BOOK 42 PAGE 24 (CONDOS 2029 - 2035) KILLED TAX LOT 807 ON 9/26/1995.,,2,5043,,0807,2,12518,,,,,,,,,,,12518,,,,,,,,3782,G,1,42,24,1995/09/26 00:00:00+00,5043    0807,N,Y,3033,,,213.63954115729,1923.05542431161
3879308,2010/06/28 00:00:00+00,1995/11/09 00:00:00+00,SEE CONDO BOOK 42 PAGE 28 (CONDOS 2036 - 2039) KILLED TAX LOT 808.,,2,5043,,0808,2,6156,,,,,,,,,,,6163,,,,,,,,3782,G,1,42,28,1995/02/09 00:00:00+00,5043    0808,N,Y,3033,,,135.905694547829,945.653567641314
3879309,2010/06/28 00:00:00+00,1996/07/25 00:00:00+00,SEE CONDO BOOK 42 PAGE 30 (CONDOS 2040 - 2042) KILLED TAX LOT 810 ON 2/8/1996.,,2,5043,,0810,2,5407,,,,,,,,,,,5407,,,,,,,,3783,Z,1,42,30,1996/02/08 00:00:00+00,5043    0810,N,Y,3033,,,145.973073166432,830.717783953936
3879310,2010/06/28 00:00:00+00,1996/07/25 00:00:00+00,SEE CONDO BOOK 42 PAGE 33 (CONDOS 2043 - 2046) KILLED TAX LOT 811 ON 2/14/1996.,,2,5043,,0811,2,8599,,,,,,,,,,,8600,,,,,,,,3783,Z,1,42,33,1996/02/14 00:00:00+00,5043    0811,N,Y,3033,,,293.658616537101,1321.00044133195
3879311,2010/06/28 00:00:00+00,1996/07/25 00:00:00+00,SEE CONDO BOOK 42 PAGE 33 (CONDOS 2047 - 2050) KILLED TAX LOT 812 ON 2/14/1996.,,2,5043,,0812,2,6464,,,,,,,,,,,6464,,,,,,,,3783,Z,1,42,33,1996/02/14 00:00:00+00,5043    0812,N,Y,3033,,,139.733847364467,993.00899856572
3879312,2010/07/08 00:00:00+00,1993/07/08 00:00:00+00,SEE CONDO BOOK 40 PAGE 50 (CONDOS 2019 - 2024) KILLED TAX LOT 824 ON 12/21/1992.,,2,5056,,0824,2,15195,,,,,,,,,,,13195,,,,,,,,,,1,40,50,1992/12/21 00:00:00+00,5056    0824,N,Y,3033,,,203.497377880176,2334.32770826224
3879313,2010/07/08 00:00:00+00,1994/10/28 00:00:00+00,SEE CONDO BOOK 42 PAGE 25 (CONDOS 2055 - 2058) KILLED TAX LOT 833.,,2,5056,,0833,2,7567,,,,,,,,,,,7581,,,,,,,,,,1,42,25,1995/10/25 00:00:00+00,5056    0833,N,Y,3033,,,174.814404454847,1162.52414680788
3879314,2010/07/08 00:00:00+00,1994/10/28 00:00:00+00,SEE CONDO BOOK 41 PAGE 38 (CONDOS 2049 - 2054) KILLED TAX LOT 832 ON 6/29/1994.,,2,5056,,0832,2,10811,,,,,,,,,,,10772,,,,,,,,,,1,41,38,1994/06/29 00:00:00+00,5056    0832,N,Y,3033,,,181.785153401134,1660.96832293497
3879315,2006/09/09 00:00:00+00,,SEE CONDO BOOK 95 PAGE 47 (CONDOS 2159 & 2160) KILLED TAX LOT 814 ON 5/24/2017,,2,0277,,0814,2,1169,,,,,,,,,,,1172,1,,,,,,,739,*,1,95,47,2017/05/24 00:00:00+00,0277    0814,N,Y,5557,,,56.7212160954839,179.608392093824
