OBJECTID,CREATION_DT,RECORDATION_DT,NARRATIVE,EXPIRATION_DT,STATUS,SQUARE,SUFFIX,LOT,LOT_TYPE,COMPUTED_AREA_SF,SURVEYED_AREA_SF,MAR_ID,IS_REAR_OF,BLDG_NUM,BLDG_NUM_EXT,BLDG_NUM_END_RANGE,BLDG_EXT_END_RANGE,QUADRANT,ZIP5,ZIP4,RECORD_AREA_SF,CONV_TOLERANCE_TYPE,CONV_TOLERANCE_VALUE,CONV_TOLERANCE_RESOLUTION,RECORDLOTSPLYID,PARCELSPLYID,SQUAREPLYID,OF_LOT_SEQ,BOOK_NUM,PAGE_NUM,UNDERLIES_CONDO,CONDO_BOOK_NUM,CONDO_PAGE_NUM,KILL_DT,SSL,COL,CONDOLOT,CONDO_REGIME_NUM,AREA,LEN,SHAPE_Length,SHAPE_Area
3880841,2016/06/06 00:00:00+00,2015/12/14 00:00:00+00,,,1,3393,,0106,1,10204,,,,,,,,,,,10204,,,,,,,0,210,124,1,102,5,,3393    0106,Y,Y,9999,,,191.170138174899,1570.11899729975
3880842,2006/09/09 00:00:00+00,,DELIVERY 15,,1,3499,,0004,1,281704,,,,,,,,,,,281512,1,,,,,,1,,,1,39,41,,3499    0004,Y,Y,3020,,,1042.9812750155,43312.5335952212
3880843,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3296,,0001,1,2591,,,,,,,,,,,2559,1,,,,,,0,SUB,169,1,105,2,,3296    0001,Y,Y,9999,,,124.624350598159,398.618436533128
3880844,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3304,,0061,1,5400,,,,,,,,,,,5400,1,,,,,,0,SUB,100,1,108,26,,3304    0061,Y,Y,9999,,,120.732642045141,830.729940963902
3880845,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3313,,0045,1,1435,,,,,,,,,,,1435,1,,,,,,0,COUNTY,122,1,111,25,,3313    0045,Y,Y,9999,,,71.0612566151133,220.695538280402
3880846,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3314,,0043,1,1261,,,,,,,,,,,1258,1,,,,,,0,SUB,200,1,113,1,,3314    0043,Y,Y,9999,,,65.9195634158433,193.947091555116
3880847,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3325,,0094,1,3635,,,,,,,,,,,3643,1,,,,,,0,104,83,1,,,,3325    0094,Y,Y,9999,,,100.805679573736,559.191157614393
3880848,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3326,,0088,1,2938,,,,,,,,,,,2992,1,,,,,,0,SUB,46,1,105,26,,3326    0088,Y,Y,9999,,,94.5458786594281,452.071954877353
3880849,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3332,,0007,1,3500,,,,,,,,,,,3500,1,,,,,,0,SUB,182,1,104,16,,3332    0007,Y,Y,9999,,,105.808401594603,538.556546205999
3880850,2006/09/09 00:00:00+00,,DELIVERY 6,,1,1657,,0017,1,3260,,,,,,,,,,,3260,1,,,,,,0,104,119,1,105,38,,1657    0017,Y,Y,9999,,,101.990044808058,501.610947745105
3880851,2022/03/30 00:00:00+00,2021/07/02 00:00:00+00,,,1,3037,,0087,1,2748,,,,,,,,,,,2748,,,,,,,0,218,155,1,122,44,,3037    0087,Y,Y,9999,,,93.3436641626505,422.543583667581
3880852,2018/01/19 00:00:00+00,2017/12/15 00:00:00+00,,,1,3037,,0085,1,2924,,,,,,,,,,,2924,,,,,,,0,213,95,1,121,10,,3037    0085,Y,Y,9999,,,122.144738887257,449.566324212475
3880853,2006/09/09 00:00:00+00,,DELIVERY 10,,1,3037,,0066,1,1700,,,,,,,,,,,1700,1,,,,,,0,SUB,195,1,104,44,,3037    0066,Y,Y,9999,,,82.2563711403482,261.441700177275
3880854,2006/09/09 00:00:00+00,,DELIVERY 10,,1,3037,,0048,1,2720,,,,,,,,,,,2691,1,,,,,,0,COUNTY,56,1,104,13,,3037    0048,Y,Y,9999,,,107.74904296587,418.233470405431
3880855,2018/10/12 00:00:00+00,2018/09/06 00:00:00+00,,,1,3038,,0101,1,6252,,,,,,,,,,,6252,,,,,,,0,214,102,1,113,7,,3038    0101,Y,Y,9999,,,152.796480329872,961.438208676961
3880856,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3040,,0101,1,1517,,,,,,,,,,,1517,1,,,,,,0,COUNTY,29,1,101,47,,3040    0101,Y,Y,9999,,,75.2385203873295,233.17986487021
3880857,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3040,,0113,1,2542,,,,,,,,,,,2557,1,,,,,,0,SUB,182,1,120,34,,3040    0113,Y,Y,9999,,,133.337455556358,390.914787211534
3880858,2006/09/09 00:00:00+00,,DELIVERY 13,,1,3043,,0042,1,1980,,,,,,,,,,,1980,1,,,,,,0,SUB,86,1,101,38,,3043    0042,Y,Y,9999,,,100.519375732077,304.446399575401
3880859,2015/05/08 00:00:00+00,2015/02/27 00:00:00+00,,,1,3638,,0087,1,2604,,,,,,,,,,,2650,,,,,,,0,209,105,1,106,15,,3638    0087,Y,Y,9999,,,105.626565252817,400.386023727251
3880860,2015/05/08 00:00:00+00,2015/02/27 00:00:00+00,,,1,3638,,0088,1,2845,,,,,,,,,,,2796,,,,,,,0,209,105,1,106,15,,3638    0088,Y,Y,9999,,,107.81867423521,437.323968438289
3880861,2022/07/22 00:00:00+00,2022/07/20 00:00:00+00,,,1,3638,,0092,1,5500,,,,,,,,,,,5500,,,,,,,0,220,38,1,125,40,,3638    0092,Y,Y,9999,,,125.519174368671,845.535429530034
3880862,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3640,,0050,1,4417,,,,,,,,,,,4417,1,,,,,,0,SUB,15,1,104,25,,3640    0050,Y,Y,9999,,,117.510180723896,679.014075583045
3880863,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3641,,0064,1,2147,,,,,,,,,,,2147,1,,,,,,0,SUB,127,1,113,13,,3641    0064,Y,Y,9999,,,108.161300056876,330.045374178495
3880864,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3641,,0094,1,2037,,,,,,,,,,,2037,1,,,,,,0,SUB,68,1,103,13,,3641    0094,Y,Y,9999,,,107.441700060751,313.122198757638
3880865,2022/08/23 00:00:00+00,2022/08/09 00:00:00+00,,,1,3641,,0103,1,2081,,,,,,,,,,,2081,,,,,,,0,220,48,1,125,34,,3641    0103,Y,Y,9999,,,107.729500061351,319.893320641402
3880866,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3650,,0034,1,1370,,,,,,,,,,,1370,1,,,,,,0,SUB,75,1,109,24,,3650    0034,Y,Y,9999,,,80.4886871453403,210.67517336225
3880867,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3650,,0004,1,5396,,,,,,,,,,,,1,,,,,,0,MAP N-41,2,1,101,40,,3650    0004,Y,Y,9999,,,139.003329071146,829.63476860141
3880868,2018/01/26 00:00:00+00,2017/11/14 00:00:00+00,,,1,4059,,0280,1,1620,,,,,,,,,,,1620,,,,,,,0,213,79,1,105,48,,4059    0280,Y,Y,,,,84.6072984577356,248.906529953356
3880869,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4060,,0071,1,1325,,,,,,,,,,,1298,1,,,,,,0,75,117,1,114,16,,4060    0071,Y,Y,9999,,,75.1983778146362,203.567249956561
3880870,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3815,,0020,1,4038,,,,,,,,,,,4038,1,,,,,,0,SUB,29,1,101,29,,3815    0020,Y,Y,9999,,,108.958467153643,620.962523761168
3880871,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3816,,0005,1,4736,,,,,,,,,,,4738,1,,,,,,0,SUB,29,1,97,28,,3816    0005,Y,Y,9999,,,116.010705320111,728.417951809221
3880872,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3818,,0007,1,3500,,,,,,,,,,,3500,1,,,,,,0,SUB,29,1,112,6,,3818    0007,Y,Y,9999,,,105.807386587839,538.260055602031
3880873,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3818,,0013,1,4250,,,,,,,,,,,4250,1,,,,,,0,SUB,33,1,114,49,,3818    0013,Y,Y,9999,,,105.844176665589,653.597744989382
3880874,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3818,,0003,1,3712,,,,,,,,,,,3713,1,,,,,,0,SUB,2,1,110,41,,3818    0003,Y,Y,9999,,,103.000906337935,570.949150915087
3880875,2018/10/11 00:00:00+00,2018/09/14 00:00:00+00,,,1,3551,,0063,1,1920,,,,,,,,,,,1920,,,,,,,0,214,114,1,111,18,,3551    0063,Y,Y,9999,,,97.5987000063,295.118344815604
3880876,2018/10/11 00:00:00+00,2018/09/14 00:00:00+00,,,1,3551,,0061,1,1706,,,,,,,,,,,1706,,,,,,,0,214,114,1,111,17,,3551    0061,Y,Y,9999,,,96.0263999978316,262.311355457127
3880877,2016/04/13 00:00:00+00,2015/09/23 00:00:00+00,,,1,3876,,0052,1,1750,,,,,,,,,,,1750,,,,,,,0,210,88,1,100,25,,3876    0052,Y,Y,9999,,,66.6325685406853,269.035899810779
3880878,2018/01/19 00:00:00+00,2017/12/15 00:00:00+00,,,1,3882,,0046,1,3024,,,,,,,,,,,3024,,,,,,,0,213,96,1,104,41,,3882    0046,Y,Y,9999,,,94.0365505891063,464.997336483422
3880879,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4060,,0233,1,1621,,,,,,,,,,,1613,1,,,,,,0,83,43,1,109,13,,4060    0233,Y,Y,9999,,,71.5957777057015,249.138361202791
3880880,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4060,,0198,1,1324,,,,,,,,,,,1298,1,,,,,,0,78,39,1,117,14,,4060    0198,Y,Y,9999,,,75.1683454899236,203.468844551884
3880881,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4063,,0135,1,1655,,,,,,,,,,,1655,1,,,,,,0,82,61,1,107,48,,4063    0135,Y,Y,9999,,,90.7922698576531,254.332537417704
3880882,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3565,,0043,1,3020,,,,,,,,,,,3020,1,,,,,,0,SUB,194,1,113,43,,3565    0043,Y,Y,9999,,,90.450700038536,464.197637529518
3880883,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3566,,0018,1,1667,,,,,,,,,,,1667,1,,,,,,0,SUB,32,1,110,5,,3566    0018,Y,Y,9999,,,86.8285000145487,256.130607195784
3880884,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4051,,0035,1,3360,,,,,,,,,,,3280,1,,,,,,0,102,167,1,111,10,,4051    0035,Y,Y,9999,,,95.3214988162328,516.289259236199
3880885,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4051,,0017,1,2720,,,,,,,,,,,2720,1,,,,,,0,95,34,1,112,50,,4051    0017,Y,Y,9999,,,91.7186115567491,417.980126537345
3880886,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4051,,0001,1,3554,,,,,,,,,,,3539,1,,,,,,0,95,34,1,120,5,,4051    0001,Y,Y,9999,,,101.160001572588,546.228899725675
3880887,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0112,1,5422,,,,,,,,,,,5484,1,,,,,,0,103,79,1,120,32,,4052    0112,Y,Y,9999,,,125.478024549275,833.195470284665
3880888,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0092,1,4822,,,,,,,,,,,4748,1,,,,,,0,99,85,1,115,34,,4052    0092,Y,Y,9999,,,121.729769932666,740.941754946877
3880889,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0113,1,5429,,,,,,,,,,,5484,1,,,,,,0,103,79,1,120,31,,4052    0113,Y,Y,9999,,,125.592248258413,834.307746531609
3880890,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0105,1,4654,,,,,,,,,,,4692,1,,,,,,0,103,75,1,103,15,,4052    0105,Y,Y,9999,,,115.427263142253,715.076463969695
3880891,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0133,1,3773,,,,,,,,,,,3688,1,,,,,,0,111,119,1,105,14,,4052    0133,Y,Y,9999,,,108.135327663468,579.815678846853
3880892,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0107,1,3650,,,,,,,,,,,3672,1,,,,,,0,103,75,1,111,38,,4052    0107,Y,Y,9999,,,107.771561367559,560.868244373518
3880893,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0130,1,3571,,,,,,,,,,,3500,1,,,,,,0,111,119,1,117,20,,4052    0130,Y,Y,9999,,,107.488572409224,548.714175108172
3880894,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0145,1,2547,,,,,,,,,,,2546,1,,,,,,0,119,122,1,117,23,,4052    0145,Y,Y,9999,,,85.5204586974819,391.430589457262
3880895,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4053,,0041,1,5079,,,,,,,,,,,5078,1,,,,,,0,93,81,1,108,49,,4053    0041,Y,Y,9999,,,137.095434522798,780.475966915924
3880896,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4053,,0014,1,1447,,,,,,,,,,,1447,1,,,,,,0,11,96,1,121,5,,4053    0014,Y,Y,9999,,,83.1072686598265,222.450093172676
3880897,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4054,,0056,1,2718,,,,,,,,,,,2721,1,,,,,,0,92,162,1,120,25,,4054    0056,Y,Y,9999,,,91.9856538878765,417.589762316948
3880898,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4054,,0019,1,1468,,,,,,,,,,,,1,,,,,,0,8,116,1,112,7,,4054    0019,Y,Y,9999,,,81.4701862626584,225.519319536181
3880899,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4054,,0044,1,2346,,,,,,,,,,,2336,1,,,,,,0,92,93,1,106,11,,4054    0044,Y,Y,9999,,,82.6131613767934,360.567341695264
3880900,2021/11/02 00:00:00+00,2021/01/28 00:00:00+00,,,1,4055,,0251,1,3828,,,,,,,,,,,3808,,,,,,,0,218,10,1,119,19,,4055    0251,Y,Y,9999,,,114.99717768232,588.269907689579
3880901,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3533,,0113,1,1314,,,,,,,,,,,1314,1,,,,,,0,SUB,31,1,100,2,,3533    0113,Y,Y,9999,,,71.4377000876213,201.940214711934
3880902,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4055,,0227,1,3268,,,,,,,,,,,3298,1,,,,,,0,112,77,1,112,26,,4055    0227,Y,Y,9999,,,102.057541194413,502.120188344314
3880903,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4055,,0136,1,1618,,,,,,,,,,,1649,1,,,,,,0,78,36,1,125,11,,4055    0136,Y,Y,9999,,,87.9925514659633,248.553004803575
3880904,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4055,,0056,1,2528,,,,,,,,,,,2528,1,,,,,,0,12,82,1,120,22,,4055    0056,Y,Y,9999,,,117.068386796251,388.498565755785
3880905,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4064,,0053,1,2501,,,,,,,,,,,2501,1,,,,,,0,76,21,1,110,32,,4064    0053,Y,Y,9999,,,130.778690122599,384.2257534265
3880906,2018/05/09 00:00:00+00,2018/03/23 00:00:00+00,,,1,4065,,0119,1,2700,,,,,,,,,,,2700,,,,,,,0,213,175,1,105,15,,4065    0119,Y,Y,9999,,,131.818366164221,414.872321663545
3880907,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4065,,0105,1,2446,,,,,,,,,,,2447,1,,,,,,0,69,92,1,105,39,,4065    0105,Y,Y,9999,,,84.8115945703231,375.838156770529
3880908,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4065,,0077,1,2501,,,,,,,,,,,2501,1,,,,,,0,50,184,1,103,20,,4065    0077,Y,Y,9999,,,130.777644420064,384.220038196857
3880909,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4063,,0104,1,2513,,,,,,,,,,,2513,1,,,,,,0,75,117,1,105,46,,4063    0104,Y,Y,9999,,,130.842300133808,386.039018430653
3880910,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4066,,0057,1,3000,,,,,,,,,,,3000,1,,,,,,0,58,148,1,101,35,,4066    0057,Y,Y,9999,,,133.379912770865,460.90572221642
3880911,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4067,,0124,1,2816,,,,,,,,,,,2805,1,,,,,,0,93,84,1,103,32,,4067    0124,Y,Y,9999,,,91.5387971465474,432.637965820511
3880912,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4067,,0002,1,2876,,,,,,,,,,,2832,1,,,,,,0,42,48,1,110,50,,4067    0002,Y,Y,9999,,,91.9571954988214,441.777947881706
3880913,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4068,,0050,1,1640,,,,,,,,,,,1650,1,,,,,,0,42,48,1,104,39,,4068    0050,Y,Y,9999,,,79.9010806518607,251.926904689267
3880914,2017/02/09 00:00:00+00,2015/11/05 00:00:00+00,,,1,4070,,0169,1,3048,,,,,,,,,,,3048,,,,,,,0,210,111,1,100,38,,4070    0169,Y,Y,9999,,,96.096725246972,468.342150578745
3880915,2020/05/01 00:00:00+00,2019/12/19 00:00:00+00,,,1,4064,,0132,1,3750,,,,,,,,,,,3750,,,,,,,0,216,123,1,111,6,,4064    0132,Y,Y,9999,,,137.302055716959,576.186363839668
3880916,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4068,,0060,1,2918,,,,,,,,,,,2888,1,,,,,,0,42,48,1,105,11,,4068    0060,Y,Y,9999,,,92.3637969667303,448.343326858527
3880917,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4070,,0119,1,2826,,,,,,,,,,,2826,1,,,,,,0,56,108,1,110,24,,4070    0119,Y,Y,9999,,,129.303021071987,434.169494965476
3880918,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4074,,0135,1,1507,,,,,,,,,,,,1,,,,,,1,,,1,102,13,,4074    0135,Y,Y,9999,,,86.0969493928815,231.489113115738
3880919,2006/09/09 00:00:00+00,,DELIVERY 14,,1,4079,,0242,1,3504,,,,,,,,,,,3504,1,,,,,,0,118,168,1,102,10,,4079    0242,Y,Y,9999,,,101.617981817582,538.481621584303
3880920,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4063,,0139,1,3384,,,,,,,,,,,3384,1,,,,,,0,107,38,1,104,33,,4063    0139,Y,Y,9999,,,101.865651304955,519.964221353476
3880921,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4063,,0141,1,3750,,,,,,,,,,,3750,1,,,,,,0,109,24,1,102,21,,4063    0141,Y,Y,9999,,,137.301821397149,576.182584000913
3880922,2013/10/25 00:00:00+00,1936/05/01 00:00:01+00,DELIVERY 9,,1,4082,,0038,1,3795,,,,,,,,,,,3795,1,,,,,,0,103,188,1,109,46,,4082    0038,Y,Y,9999,,,113.222174380259,583.127076243116
3880923,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4202,,0204,1,5663,,,,,,,,,,,5662,1,,,,,,0,81,192,1,112,48,,4202    0204,Y,Y,9999,,,121.44892905687,870.824732626481
3880924,2019/06/07 00:00:00+00,2018/12/21 00:00:00+00,,,1,4037,,0011,1,85536,,,,,,,,,,,85536,,,,,,,0,214,178,1,109,18,,4037    0011,Y,Y,9999,,,486.172611392646,13146.4162837388
3880925,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3565,,0077,1,5328,,,,,,,,,,,5328,1,,,,,,0,SUB,140,1,117,17,,3565    0077,Y,Y,9999,,,149.336800055089,818.9075973605
3880926,2017/06/12 00:00:00+00,2017/02/13 00:00:00+00,,,1,3883,,0026,1,5500,,,,,,,,,,,5500,,,,,,,0,212,37,1,108,19,,3883    0026,Y,Y,9999,,,122.01981471947,845.782607686215
3880927,2006/09/09 00:00:00+00,,DELIVERY 10,,1,3926,,0018,1,5946,,,,,,,,,,,,1,,,,,,0,COUNTY,26,1,101,32,,3926    0018,Y,Y,9999,,,142.7958963996,914.350051569926
3880928,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3931,,0033,1,5250,,,,,,,,,,,5250,1,,,,,,0,SUB,105,1,107,27,,3931    0033,Y,Y,9999,,,121.646031131746,807.258059171794
3880929,2006/09/09 00:00:00+00,,DELIVERY 10,,1,3934,,0026,1,3675,,,,,,,,,,,3675,1,,,,,,0,SUB,189,1,112,27,,3934    0026,Y,Y,9999,,,109.677465359941,564.999921686411
3880930,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3953,,0015,1,3879,,,,,,,,,,,3879,1,,,,,,0,SUB,2,1,104,29,,3953    0015,Y,Y,9999,,,115.205455758707,596.279185866446
3880931,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3952,,0046,1,2720,,,,,,,,,,,2720,1,,,,,,0,SUB,153,1,113,18,,3952    0046,Y,Y,9999,,,89.4640009370485,418.097276891633
3880932,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3952,,0050,1,2720,,,,,,,,,,,2720,1,,,,,,0,SUB,153,1,109,25,,3952    0050,Y,Y,9999,,,89.464101020029,418.097942722435
3880933,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3565,,0058,1,5328,,,,,,,,,,,5328,1,,,,,,0,SUB,194,1,101,21,,3565    0058,Y,Y,9999,,,149.3395000917,818.987971329014
3880934,2017/07/07 00:00:00+00,2016/06/09 00:00:00+00,,,1,4047,,0066,1,1800,,,,,,,,,,,1800,,,,,,,0,211,64,1,103,25,,4047    0066,Y,Y,9999,,,105.733781354565,276.630154388606
3880935,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4044,,0030,1,3626,,,,,,,,,,,3600,1,,,,,,0,2,76,1,110,17,,4044    0030,Y,Y,9999,,,118.190883010122,557.248624842043
3880936,2017/07/07 00:00:00+00,2016/06/16 00:00:00+00,,,1,4044,,0059,1,1800,,,,,,,,,,,1800,,,,,,,0,211,65,1,101,1,,4044    0059,Y,Y,9999,,,105.738086220961,276.645511352387
3880937,2017/07/07 00:00:00+00,2016/06/16 00:00:00+00,,,1,4044,,0058,1,1800,,,,,,,,,,,1800,,,,,,,0,211,65,1,101,1,,4044    0058,Y,Y,9999,,,105.737675570909,276.623708277617
3880938,2017/07/07 00:00:00+00,2016/06/09 00:00:00+00,,,1,4047,,0067,1,1800,,,,,,,,,,,1800,,,,,,,0,211,64,1,103,25,,4047    0067,Y,Y,9999,,,105.733649404715,276.628921952071
3880939,2017/07/07 00:00:00+00,2016/06/09 00:00:00+00,,,1,4047,,0065,1,1800,,,,,,,,,,,1800,,,,,,,0,211,64,1,103,25,,4047    0065,Y,Y,9999,,,105.732899643223,276.596001799874
3880940,2017/07/07 00:00:00+00,2016/06/09 00:00:00+00,,,1,4047,,0064,1,1800,,,,,,,,,,,1800,,,,,,,0,211,64,1,103,25,,4047    0064,Y,Y,9999,,,105.735496595529,276.646173647858
3880941,2014/10/27 00:00:00+00,2014/09/24 00:00:00+00,,,1,4048,,0069,1,1725,,,,,,,,,,,1712,,,,,,,0,209,18,1,99,6,,4048    0069,Y,Y,9999,,,109.576863430357,265.117688206885
3880942,2014/10/27 00:00:00+00,2014/09/24 00:00:00+00,,,1,4048,,0067,1,1712,,,,,,,,,,,1675,,,,,,,0,209,18,1,99,6,,4048    0067,Y,Y,9999,,,80.8762622953794,263.103623633677
3880943,2014/10/27 00:00:00+00,2014/09/24 00:00:00+00,,,1,4048,,0071,1,1858,,,,,,,,,,,1989,,,,,,,0,209,18,1,99,6,,4048    0071,Y,Y,9999,,,102.883006524559,285.562483183219
3880944,2014/10/27 00:00:00+00,2014/09/24 00:00:00+00,,,1,4048,,0068,1,1687,,,,,,,,,,,1675,,,,,,,0,209,18,1,99,6,,4048    0068,Y,Y,9999,,,93.9100678984935,259.292003154311
3880945,2014/10/27 00:00:00+00,2014/09/24 00:00:00+00,,,1,4048,,0070,1,1605,,,,,,,,,,,1584,,,,,,,0,209,18,1,99,6,,4048    0070,Y,Y,9999,,,92.4063192929368,246.630065944823
3880946,2006/09/09 00:00:00+00,,DELIVERY 15,,1,3499,,0001,1,286060,,,,,,,,,,,,1,,,,,,1,,,1,25,20,,3499    0001,Y,Y,3020,,,1296.56611252895,43980.6952041472
3880947,2006/09/09 00:00:00+00,,DELIVERY 15,,1,3499,,0006,1,112574,,,,,,,,,,,112645,1,,,,,,1,,,1,37,8,,3499    0006,Y,Y,3020,,,526.445411086983,17307.9413767992
3880948,2006/09/09 00:00:00+00,,DELIVERY 15,,1,3516,,0104,1,1533,,,,,,,,,,,1533,1,,,,,,0,,,1,120,40,,3516    0104,Y,Y,9999,,,85.3134002920058,235.543162045369
3880949,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3521,,0008,1,1800,,,,,,,,,,,1800,1,,,,,,0,COUNTY,148,1,107,1,,3521    0008,Y,Y,9999,,,86.3558002705837,276.619927098561
3880950,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3521,,0078,1,1523,,,,,,,,,,,1523,1,,,,,,0,COUNTY,5,1,101,19,,3521    0078,Y,Y,9999,,,83.9456002507008,234.012550507774
3880951,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3522,,0035,1,1800,,,,,,,,,,,1800,1,,,,,,0,COUNTY,148,1,111,14,,3522    0035,Y,Y,9999,,,86.3560001610274,276.620708888875
3880952,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3522,,0062,1,1575,,,,,,,,,,,1575,1,,,,,,0,COUNTY,4,1,113,38,,3522    0062,Y,Y,9999,,,84.40000014662,242.044887879323
3880953,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3522,,0017,1,1800,,,,,,,,,,,1800,1,,,,,,0,COUNTY,148,1,122,17,,3522    0017,Y,Y,9999,,,86.3556001772859,276.619144049461
3880954,2006/09/09 00:00:00+00,,DELIVERY 15,,1,3530,,0098,1,1324,,,,,,,,,,,1318,1,,,,,,0,SUB,175,1,102,19,,3530    0098,Y,Y,9999,,,67.5266474919809,203.491500043596
3880955,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4060,,0197,1,1323,,,,,,,,,,,1298,1,,,,,,0,78,39,1,117,13,,4060    0197,Y,Y,9999,,,75.1308359829254,203.358663319061
3880956,2006/09/09 00:00:00+00,,DELIVERY 15,,1,3530,,0099,1,1358,,,,,,,,,,,1358,1,,,,,,0,SUB,175,1,108,15,,3530    0099,Y,Y,9999,,,69.0134736139303,208.634833628871
3880957,2022/02/23 00:00:00+00,2021/03/02 00:00:00+00,,,1,4048,,0075,1,2679,,,,,,,,,,,2566,,,,,,,0,218,50,1,116,7,,4048    0075,Y,Y,9999,,,111.385630263419,411.730255207289
3880958,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4050,,0020,1,2890,,,,,,,,,,,2890,1,,,,,,0,105,59,1,104,4,,4050    0020,Y,Y,9999,,,93.2862297051103,444.098313267618
3880959,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4051,,0013,1,2720,,,,,,,,,,,2720,1,,,,,,0,95,34,1,100,42,,4051    0013,Y,Y,9999,,,91.7171781698228,417.963186819307
3880960,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3565,,0055,1,5328,,,,,,,,,,,5328,1,,,,,,0,SUB,194,1,108,50,,3565    0055,Y,Y,9999,,,149.336300082974,818.90186081155
3880961,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3565,,0041,1,2551,,,,,,,,,,,2551,1,,,,,,0,SUB,194,1,103,6,,3565    0041,Y,Y,9999,,,85.5602000321079,392.116464812771
3880962,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4055,,0224,1,3258,,,,,,,,,,,3298,1,,,,,,0,112,77,1,124,35,,4055    0224,Y,Y,9999,,,101.824567307534,500.574562160338
